date,air-density_land-wtd,air-density_pop-wtd,cloud-cover_land-wtd,cloud-cover_pop-wtd,humidity_land-wtd,humidity_pop-wtd,irradiance-surface_land-wtd,irradiance-surface_pop-wtd,irradiance-toa_land-wtd,irradiance-toa_pop-wtd,precipitation_land-wtd,precipitation_pop-wtd,temperature_land-wtd,temperature_pop-wtd,wind-speed_land-wtd,wind-speed_pop-wtd
1/1/1980 0:00,1.157,1.168,0.132,0.161,0.012,0.013,141.871,146.612,251.718,262.387,0.001,0.001,19.907,21.945,1.15,1.321
1/1/1980 1:00,1.152,1.161,0.125,0.155,0.012,0.013,365.014,370.208,543.718,555.754,0.001,0.001,22.823,24.993,1.101,1.184
1/1/1980 2:00,1.14,1.151,0.123,0.151,0.011,0.012,570.543,576.128,788.893,802.046,0.001,0.001,26.521,28.589,0.899,0.883
1/1/1980 3:00,1.131,1.143,0.126,0.146,0.011,0.011,728.058,734.003,970.563,984.538,0.002,0.002,29.326,31.049,1.023,0.989
1/1/1980 4:00,1.126,1.138,0.155,0.189,0.011,0.011,820.346,827.084,1076.319,1090.777,0.002,0.002,30.832,32.505,1.101,1.087
1/1/1980 5:00,1.122,1.134,0.195,0.312,0.011,0.011,839.868,847.394,1098.931,1113.444,0.002,0.002,31.723,33.396,1.144,1.251
1/1/1980 6:00,1.118,1.13,0.214,0.364,0.01,0.011,783.73,792.038,1036.911,1051.032,0.002,0.002,32.163,33.824,1.177,1.448
1/1/1980 7:00,1.116,1.128,0.191,0.269,0.01,0.011,658.082,667.132,894.452,907.848,0.001,0.001,32.155,33.81,1.194,1.613
1/1/1980 8:00,1.115,1.127,0.168,0.184,0.01,0.011,475.572,484.803,681.26,693.635,0.001,0.001,31.661,33.321,1.193,1.717
1/1/1980 9:00,1.116,1.128,0.158,0.152,0.011,0.011,254.486,258.921,411.853,422.902,0,0,30.583,32.264,1.099,1.703
1/1/1980 10:00,1.119,1.131,0.168,0.168,0.012,0.012,53.703,56.26,113.826,121.11,0,0,28.102,29.889,0.829,1.441
1/1/1980 11:00,1.123,1.136,0.162,0.166,0.011,0.012,0.095,0.095,0.376,0.384,0,0,26.21,27.806,0.912,1.649
1/1/1980 12:00,1.127,1.141,0.156,0.157,0.011,0.012,0,0,0,0,0,0,25.13,26.732,0.973,1.835
1/1/1980 13:00,1.131,1.145,0.147,0.151,0.011,0.013,0,0,0,0,0,0,24.234,25.836,1.015,1.873
1/1/1980 14:00,1.135,1.148,0.137,0.142,0.011,0.013,0,0,0,0,0,0,23.435,25.067,1.032,1.843
1/1/1980 15:00,1.138,1.151,0.135,0.151,0.011,0.013,0,0,0,0,0,0,22.72,24.388,1.013,1.771
1/1/1980 16:00,1.141,1.154,0.147,0.179,0.011,0.013,0,0,0,0,0,0,22.041,23.753,0.99,1.701
1/1/1980 17:00,1.143,1.156,0.172,0.219,0.012,0.014,0,0,0,0,0,0.001,21.369,23.138,0.983,1.633
1/1/1980 18:00,1.145,1.157,0.21,0.281,0.012,0.014,0,0,0,0,0,0.001,20.731,22.549,0.984,1.567
1/1/1980 19:00,1.147,1.159,0.224,0.346,0.012,0.014,0,0,0,0,0,0.001,20.145,22.011,0.981,1.488
1/1/1980 20:00,1.149,1.16,0.212,0.389,0.012,0.014,0,0,0,0,0.001,0.001,19.625,21.534,0.957,1.381
1/1/1980 21:00,1.151,1.162,0.164,0.352,0.012,0.014,0,0,0,0,0,0,19.183,21.113,0.903,1.214
1/1/1980 22:00,1.152,1.163,0.108,0.217,0.012,0.014,0,0,0,0,0,0,18.831,20.786,0.862,1.069
1/1/1980 23:00,1.154,1.165,0.084,0.105,0.012,0.014,6.592,6.828,18.094,19.554,0,0,18.595,20.64,0.839,0.975
1/2/1980 0:00,1.155,1.166,0.085,0.104,0.012,0.014,140.442,143.131,252.396,263.033,0,0,20.264,22.412,1.123,1.242
1/2/1980 1:00,1.151,1.16,0.081,0.098,0.012,0.013,363.039,364.669,544.562,556.588,0,0,23.175,25.297,1.074,1.095
1/2/1980 2:00,1.14,1.151,0.102,0.098,0.012,0.013,569.967,571.648,789.898,803.034,0.001,0.001,26.753,28.603,0.862,0.892
1/2/1980 3:00,1.131,1.144,0.16,0.177,0.011,0.012,726.905,728.518,971.678,985.633,0.001,0.001,29.561,31.075,0.925,1.08
1/2/1980 4:00,1.126,1.139,0.23,0.284,0.011,0.012,818.433,815.781,1077.507,1091.894,0.002,0.002,31.135,32.505,0.977,1.202
1/2/1980 5:00,1.121,1.134,0.266,0.312,0.011,0.011,837.269,838.417,1100.155,1114.583,0.002,0.002,32.046,33.387,0.996,1.3
1/2/1980 6:00,1.118,1.131,0.329,0.302,0.011,0.011,782.795,784.393,1038.083,1052.207,0.002,0.002,32.497,33.834,1.016,1.44
1/2/1980 7:00,1.115,1.128,0.405,0.336,0.01,0.011,659.045,660.865,895.536,908.923,0.002,0.002,32.503,33.828,1.067,1.638
1/2/1980 8:00,1.115,1.128,0.465,0.462,0.01,0.011,475.946,467.625,682.21,694.52,0.002,0.002,32.03,33.309,1.132,1.838
1/2/1980 9:00,1.115,1.129,0.498,0.542,0.011,0.011,255.547,251.496,412.643,423.665,0.001,0.001,30.973,32.27,1.071,1.886
1/2/1980 10:00,1.118,1.131,0.52,0.559,0.012,0.012,54.444,54.599,114.334,121.614,0,0,28.571,30.089,0.823,1.633
1/2/1980 11:00,1.122,1.136,0.521,0.522,0.011,0.012,0.096,0.096,0.382,0.389,0,0,26.731,28.192,0.9,1.752
1/2/1980 12:00,1.126,1.141,0.497,0.463,0.011,0.013,0,0,0,0,0,0,25.624,27.092,0.97,1.92
1/2/1980 13:00,1.131,1.145,0.465,0.401,0.011,0.013,0,0,0,0,0,0,24.673,26.131,1.013,1.929
1/2/1980 14:00,1.134,1.149,0.417,0.337,0.011,0.013,0,0,0,0,0,0.001,23.778,25.263,1.041,1.848
1/2/1980 15:00,1.137,1.152,0.389,0.299,0.011,0.013,0,0,0,0,0,0,22.948,24.499,1.05,1.73
1/2/1980 16:00,1.14,1.154,0.412,0.299,0.011,0.014,0,0,0,0,0,0,22.212,23.835,1.027,1.59
1/2/1980 17:00,1.142,1.155,0.44,0.331,0.011,0.014,0,0,0,0,0,0,21.572,23.234,0.992,1.441
1/2/1980 18:00,1.144,1.157,0.425,0.332,0.011,0.014,0,0,0,0,0,0,20.973,22.661,0.957,1.312
1/2/1980 19:00,1.146,1.158,0.364,0.291,0.011,0.014,0,0,0,0,0,0,20.427,22.135,0.924,1.195
1/2/1980 20:00,1.147,1.159,0.237,0.186,0.011,0.014,0,0,0,0,0,0,19.939,21.67,0.896,1.091
1/2/1980 21:00,1.149,1.161,0.158,0.125,0.011,0.014,0,0,0,0,0,0,19.487,21.265,0.875,1.022
1/2/1980 22:00,1.151,1.163,0.194,0.142,0.011,0.014,0,0,0,0,0,0,19.056,20.925,0.862,0.975
1/2/1980 23:00,1.153,1.165,0.267,0.189,0.011,0.014,6.751,7.086,18.266,19.737,0,0,18.756,20.725,0.856,0.932
1/3/1980 0:00,1.155,1.165,0.292,0.211,0.012,0.014,142.365,147.442,253.134,263.759,0,0,20.346,22.418,1.15,1.202
1/3/1980 1:00,1.15,1.16,0.248,0.19,0.012,0.013,365.214,370.943,545.496,557.49,0,0,23.28,25.44,1.139,1.06
1/3/1980 2:00,1.139,1.15,0.202,0.164,0.011,0.012,570.013,575.557,790.989,804.088,0,0,26.971,28.877,1.047,1.164
1/3/1980 3:00,1.13,1.142,0.163,0.147,0.01,0.011,725.314,731.211,972.876,986.791,0,0,29.789,31.283,1.074,1.319
1/3/1980 4:00,1.125,1.137,0.139,0.14,0.01,0.011,815.713,821.884,1078.766,1093.147,0,0,31.314,32.747,1.088,1.404
1/3/1980 5:00,1.121,1.133,0.13,0.139,0.01,0.011,833.192,838.852,1101.435,1115.854,0,0,32.211,33.666,1.057,1.397
1/3/1980 6:00,1.118,1.13,0.129,0.144,0.01,0.01,775.606,780.767,1039.339,1053.387,0,0,32.638,34.123,1.008,1.362
1/3/1980 7:00,1.115,1.127,0.133,0.147,0.01,0.01,650.108,654.778,896.708,910.07,0.001,0,32.618,34.139,0.987,1.362
1/3/1980 8:00,1.115,1.127,0.139,0.151,0.01,0.01,467.785,473.735,683.242,695.521,0.001,0.001,32.134,33.691,0.988,1.397
1/3/1980 9:00,1.115,1.127,0.136,0.149,0.01,0.01,253.003,258.714,413.516,424.517,0,0,31.08,32.695,0.922,1.338
1/3/1980 10:00,1.118,1.13,0.135,0.17,0.011,0.011,52.584,55.832,114.888,122.161,0,0,28.498,30.317,0.742,1.118
1/3/1980 11:00,1.122,1.134,0.141,0.196,0.011,0.011,0.076,0.075,0.388,0.394,0,0,26.492,28.201,0.882,1.328
1/3/1980 12:00,1.126,1.139,0.151,0.222,0.011,0.012,0,0,0,0,0,0,25.324,27.034,0.978,1.5
1/3/1980 13:00,1.131,1.143,0.169,0.258,0.011,0.012,0,0,0,0,0,0,24.306,26.034,1.057,1.596
1/3/1980 14:00,1.134,1.147,0.199,0.342,0.011,0.012,0,0,0,0,0,0,23.349,25.121,1.105,1.582
1/3/1980 15:00,1.138,1.151,0.238,0.445,0.011,0.012,0,0,0,0,0,0,22.493,24.289,1.121,1.556
1/3/1980 16:00,1.141,1.153,0.269,0.528,0.011,0.012,0,0,0,0,0,0,21.711,23.579,1.109,1.522
1/3/1980 17:00,1.143,1.156,0.291,0.548,0.011,0.013,0,0,0,0,0.001,0.001,20.987,22.935,1.088,1.459
1/3/1980 18:00,1.146,1.158,0.321,0.561,0.011,0.013,0,0,0,0,0.001,0.001,20.294,22.328,1.075,1.408
1/3/1980 19:00,1.148,1.159,0.36,0.579,0.011,0.013,0,0,0,0,0.001,0.001,19.671,21.8,1.074,1.382
1/3/1980 20:00,1.15,1.161,0.37,0.588,0.011,0.013,0,0,0,0,0.001,0.001,19.129,21.345,1.077,1.368
1/3/1980 21:00,1.152,1.163,0.362,0.581,0.011,0.013,0,0,0,0,0.001,0.001,18.664,20.951,1.074,1.31
1/3/1980 22:00,1.155,1.165,0.36,0.572,0.011,0.013,0,0,0,0,0,0,18.265,20.609,1.069,1.23
1/3/1980 23:00,1.157,1.167,0.358,0.566,0.011,0.013,7.068,7.164,18.455,19.936,0,0,18.009,20.413,1.07,1.168
1/4/1980 0:00,1.158,1.168,0.346,0.554,0.011,0.013,143.092,139.752,253.942,264.534,0,0,19.773,22.205,1.454,1.523
1/4/1980 1:00,1.153,1.162,0.328,0.531,0.011,0.013,367.72,362.858,546.514,558.486,0,0,22.797,25.091,1.507,1.462
1/4/1980 2:00,1.143,1.153,0.322,0.504,0.011,0.012,574.978,574.609,792.164,805.238,0.001,0.001,26.426,28.404,1.532,1.353
1/4/1980 3:00,1.133,1.145,0.33,0.475,0.01,0.011,732.397,735.21,974.191,988.112,0.004,0.003,29.338,30.937,1.572,1.549
1/4/1980 4:00,1.127,1.139,0.364,0.495,0.01,0.011,825.796,830.56,1080.144,1094.47,0.007,0.006,31.02,32.5,1.567,1.675
1/4/1980 5:00,1.123,1.135,0.435,0.57,0.01,0.01,845.29,851.468,1102.842,1117.269,0.014,0.011,31.967,33.452,1.632,1.805
1/4/1980 6:00,1.12,1.132,0.521,0.613,0.01,0.01,790.359,797.271,1040.73,1054.784,0.02,0.016,32.408,33.937,1.73,1.941
1/4/1980 7:00,1.118,1.129,0.577,0.615,0.01,0.01,666.09,673.037,897.982,911.319,0.022,0.017,32.381,33.973,1.839,2.076
1/4/1980 8:00,1.117,1.128,0.609,0.592,0.009,0.01,482.963,490.39,684.376,696.659,0.021,0.016,31.86,33.545,1.947,2.213
1/4/1980 9:00,1.118,1.129,0.556,0.497,0.01,0.01,263.049,269.783,414.456,425.417,0.01,0.008,30.79,32.587,1.855,2.166
1/4/1980 10:00,1.121,1.131,0.475,0.394,0.011,0.011,57.59,60.741,115.487,122.751,0.007,0.005,27.857,29.914,1.193,1.39
1/4/1980 11:00,1.125,1.135,0.414,0.32,0.011,0.011,0.104,0.108,0.394,0.4,0.005,0.004,25.709,27.556,1.313,1.43
1/4/1980 12:00,1.13,1.14,0.36,0.268,0.011,0.011,0,0,0,0,0.003,0.003,24.704,26.534,1.503,1.603
1/4/1980 13:00,1.134,1.145,0.307,0.228,0.011,0.011,0,0,0,0,0.002,0.002,23.788,25.612,1.631,1.721
1/4/1980 14:00,1.138,1.149,0.24,0.197,0.011,0.011,0,0,0,0,0.002,0.002,22.945,24.758,1.735,1.805
1/4/1980 15:00,1.142,1.153,0.18,0.175,0.011,0.011,0,0,0,0,0.004,0.004,22.168,23.971,1.828,1.859
1/4/1980 16:00,1.145,1.156,0.156,0.164,0.011,0.012,0,0,0,0,0.006,0.007,21.449,23.256,1.882,1.854
1/4/1980 17:00,1.148,1.159,0.164,0.173,0.011,0.012,0,0,0,0,0.008,0.009,20.796,22.622,1.918,1.821
1/4/1980 18:00,1.151,1.162,0.177,0.191,0.011,0.012,0,0,0,0,0.01,0.011,20.17,22.04,1.933,1.807
1/4/1980 19:00,1.154,1.164,0.184,0.218,0.011,0.012,0,0,0,0,0.012,0.013,19.576,21.507,1.94,1.852
1/4/1980 20:00,1.156,1.167,0.187,0.253,0.011,0.012,0,0,0,0,0.015,0.016,19.042,21.071,1.941,1.983
1/4/1980 21:00,1.159,1.17,0.197,0.287,0.011,0.011,0,0,0,0,0.017,0.017,18.567,20.686,1.853,2.07
1/4/1980 22:00,1.161,1.172,0.221,0.334,0.011,0.011,0,0,0,0,0.018,0.017,18.126,20.303,1.746,2.031
1/4/1980 23:00,1.163,1.174,0.247,0.369,0.011,0.011,6.43,6.738,18.661,20.153,0.017,0.016,17.817,20.028,1.712,2.045
1/5/1980 0:00,1.164,1.174,0.248,0.323,0.011,0.011,133.094,134.137,254.814,265.374,0.004,0.005,19.124,21.378,2.347,3.004
1/5/1980 1:00,1.16,1.17,0.24,0.261,0.011,0.011,347.585,352.039,547.586,559.52,0.004,0.005,21.57,23.596,3.024,3.96
1/5/1980 2:00,1.153,1.164,0.246,0.239,0.011,0.011,549.803,561.183,793.422,806.47,0.003,0.004,24.117,26.089,3.105,4.033
1/5/1980 3:00,1.146,1.156,0.247,0.238,0.011,0.011,704.241,715.784,975.586,989.453,0.004,0.005,26.347,28.327,3.019,3.896
1/5/1980 4:00,1.139,1.15,0.239,0.236,0.011,0.011,796.139,807.68,1081.62,1095.926,0.005,0.006,28.096,30.042,2.915,3.721
1/5/1980 5:00,1.133,1.144,0.237,0.237,0.011,0.011,817.019,827.968,1104.346,1118.667,0.006,0.007,29.326,31.22,2.79,3.516
1/5/1980 6:00,1.129,1.14,0.248,0.273,0.01,0.01,762.436,773.724,1042.158,1056.19,0.006,0.007,30.001,31.859,2.674,3.339
1/5/1980 7:00,1.126,1.137,0.276,0.384,0.01,0.01,639.397,649.676,899.328,912.614,0.005,0.006,30.127,31.973,2.584,3.204
1/5/1980 8:00,1.125,1.135,0.314,0.469,0.01,0.01,458.97,468.868,685.578,697.83,0.004,0.004,29.702,31.57,2.521,3.12
1/5/1980 9:00,1.125,1.136,0.346,0.492,0.01,0.01,245.678,253.558,415.465,426.386,0.003,0.003,28.693,30.619,2.307,2.872
1/5/1980 10:00,1.128,1.139,0.371,0.488,0.011,0.011,51.592,54.626,116.14,123.395,0.002,0.002,26.277,28.458,1.548,1.927
1/5/1980 11:00,1.133,1.143,0.395,0.435,0.011,0.011,0.083,0.083,0.402,0.407,0.002,0.001,24.28,26.29,1.452,1.583
1/5/1980 12:00,1.137,1.147,0.397,0.345,0.011,0.011,0,0,0,0,0.001,0.001,23.407,25.521,1.549,1.702
1/5/1980 13:00,1.141,1.152,0.382,0.308,0.011,0.011,0,0,0,0,0.002,0.002,22.625,24.797,1.594,1.783
1/5/1980 14:00,1.145,1.155,0.36,0.287,0.011,0.011,0,0,0,0,0.002,0.002,21.93,24.119,1.584,1.805
1/5/1980 15:00,1.148,1.159,0.359,0.282,0.011,0.011,0,0,0,0,0.002,0.002,21.269,23.467,1.612,1.888
1/5/1980 16:00,1.151,1.162,0.373,0.29,0.011,0.011,0,0,0,0,0.002,0.002,20.635,22.869,1.647,2.035
1/5/1980 17:00,1.154,1.165,0.423,0.324,0.011,0.011,0,0,0,0,0.002,0.002,20.034,22.283,1.653,2.169
1/5/1980 18:00,1.156,1.167,0.491,0.365,0.01,0.01,0,0,0,0,0.002,0.002,19.441,21.692,1.651,2.276
1/5/1980 19:00,1.158,1.17,0.546,0.4,0.01,0.01,0,0,0,0,0.002,0.002,18.89,21.158,1.638,2.373
1/5/1980 20:00,1.16,1.172,0.573,0.412,0.01,0.01,0,0,0,0,0.002,0.002,18.417,20.674,1.615,2.372
1/5/1980 21:00,1.163,1.174,0.583,0.413,0.01,0.011,0,0,0,0,0.001,0.001,18.004,20.209,1.549,2.219
1/5/1980 22:00,1.165,1.176,0.577,0.413,0.01,0.011,0,0,0,0,0.001,0.001,17.619,19.778,1.488,2.077
1/5/1980 23:00,1.167,1.179,0.542,0.401,0.01,0.011,6.14,6.552,18.884,20.387,0.001,0.001,17.319,19.463,1.5,2.064
1/6/1980 0:00,1.168,1.179,0.481,0.367,0.01,0.011,127.04,135.7,255.743,266.266,0.025,0.026,18.449,20.618,2.037,2.848
1/6/1980 1:00,1.163,1.174,0.434,0.349,0.011,0.011,339.689,351.653,548.748,560.614,0.035,0.034,21.012,23.016,2.461,3.335
1/6/1980 2:00,1.154,1.165,0.422,0.346,0.011,0.011,546.619,557.018,794.782,807.782,0.062,0.052,23.989,25.925,2.483,3.277
1/6/1980 3:00,1.145,1.157,0.412,0.342,0.01,0.011,705.157,714.534,977.071,990.918,0.065,0.054,26.556,28.444,2.319,2.969
1/6/1980 4:00,1.138,1.15,0.394,0.323,0.01,0.011,799.148,809.634,1083.199,1097.47,0.074,0.064,28.398,30.19,2.207,2.746
1/6/1980 5:00,1.133,1.144,0.378,0.347,0.01,0.01,816.923,829.838,1105.94,1120.288,0.072,0.062,29.595,31.352,2.118,2.567
1/6/1980 6:00,1.128,1.14,0.372,0.393,0.01,0.01,759.643,773.746,1043.717,1057.722,0.072,0.06,30.239,32.001,2.031,2.402
1/6/1980 7:00,1.125,1.136,0.355,0.405,0.01,0.01,633.843,646.706,900.787,914.064,0.049,0.042,30.37,32.161,1.97,2.271
1/6/1980 8:00,1.124,1.135,0.352,0.406,0.01,0.01,452.478,462.758,686.867,699.081,0.03,0.027,29.992,31.831,1.95,2.201
1/6/1980 9:00,1.125,1.135,0.368,0.427,0.01,0.01,240.297,247.563,416.544,427.434,0.019,0.018,29.002,30.932,1.845,2.09
1/6/1980 10:00,1.127,1.138,0.366,0.44,0.011,0.011,50.52,53.613,116.838,124.079,0.009,0.012,26.471,28.623,1.16,1.33
1/6/1980 11:00,1.132,1.142,0.363,0.441,0.011,0.011,0.097,0.1,0.41,0.414,0.008,0.011,24.498,26.56,1.239,1.324
1/6/1980 12:00,1.136,1.147,0.346,0.423,0.011,0.011,0,0,0,0,0.005,0.01,23.631,25.763,1.472,1.531
1/6/1980 13:00,1.141,1.151,0.312,0.412,0.011,0.011,0,0,0,0,0.004,0.008,22.884,25.047,1.64,1.673
1/6/1980 14:00,1.145,1.155,0.337,0.475,0.011,0.011,0,0,0,0,0.002,0.005,22.191,24.382,1.743,1.727
1/6/1980 15:00,1.149,1.159,0.441,0.63,0.011,0.011,0,0,0,0,0.001,0.003,21.515,23.735,1.794,1.717
1/6/1980 16:00,1.152,1.162,0.521,0.686,0.011,0.011,0,0,0,0,0.001,0.002,20.892,23.116,1.803,1.668
1/6/1980 17:00,1.154,1.164,0.58,0.729,0.011,0.011,0,0,0,0,0.001,0.001,20.293,22.49,1.817,1.659
1/6/1980 18:00,1.156,1.166,0.618,0.703,0.011,0.011,0,0,0,0,0.001,0.001,19.711,21.88,1.814,1.652
1/6/1980 19:00,1.158,1.169,0.63,0.652,0.011,0.011,0,0,0,0,0.001,0.001,19.13,21.251,1.813,1.709
1/6/1980 20:00,1.161,1.171,0.682,0.758,0.011,0.011,0,0,0,0,0.001,0.001,18.602,20.731,1.862,1.912
1/6/1980 21:00,1.163,1.174,0.711,0.761,0.011,0.011,0,0,0,0,0.001,0.001,18.093,20.305,1.848,2.076
1/6/1980 22:00,1.165,1.176,0.616,0.626,0.011,0.011,0,0,0,0,0.001,0.001,17.6,19.853,1.838,2.172
1/6/1980 23:00,1.168,1.179,0.553,0.548,0.011,0.011,6.614,6.931,19.124,20.64,0.001,0.001,17.274,19.48,1.897,2.357
1/7/1980 0:00,1.169,1.18,0.569,0.554,0.011,0.011,134.58,140.241,256.734,267.219,0.001,0.003,18.502,20.629,2.667,3.486
1/7/1980 1:00,1.165,1.176,0.578,0.593,0.01,0.011,351.937,360.685,549.974,561.832,0.001,0.002,20.748,22.688,3.55,4.426
1/7/1980 2:00,1.159,1.17,0.574,0.622,0.01,0.011,556.038,565.188,796.211,809.204,0.002,0.002,23.028,24.952,3.642,4.439
1/7/1980 3:00,1.153,1.163,0.596,0.571,0.01,0.01,711.601,721.167,978.661,992.469,0.005,0.005,25.066,27.074,3.533,4.253
1/7/1980 4:00,1.147,1.157,0.74,0.63,0.01,0.01,801.841,812.474,1084.892,1099.161,0.015,0.014,26.697,28.749,3.37,4.023
1/7/1980 5:00,1.141,1.152,0.859,0.856,0.01,0.01,816.657,829.438,1107.635,1121.911,0.027,0.024,27.845,29.899,3.15,3.708
1/7/1980 6:00,1.137,1.147,0.907,0.922,0.01,0.01,755.94,771.864,1045.358,1059.291,0.027,0.026,28.467,30.524,2.915,3.375
1/7/1980 7:00,1.134,1.144,0.889,0.912,0.01,0.01,630.492,646.062,902.317,915.517,0.023,0.025,28.57,30.648,2.711,3.092
1/7/1980 8:00,1.133,1.143,0.843,0.881,0.01,0.01,450.414,466.165,688.23,700.385,0.022,0.023,28.14,30.272,2.574,2.921
1/7/1980 9:00,1.134,1.143,0.787,0.841,0.01,0.01,242.784,254.265,417.688,428.532,0.014,0.014,27.16,29.37,2.406,2.741
1/7/1980 10:00,1.137,1.146,0.753,0.804,0.011,0.01,51.567,56.444,117.582,124.813,0.014,0.012,24.903,27.339,1.722,1.973
1/7/1980 11:00,1.141,1.15,0.806,0.785,0.011,0.011,0.102,0.101,0.418,0.422,0.012,0.014,22.827,25.193,1.628,1.694
1/7/1980 12:00,1.146,1.155,0.767,0.692,0.01,0.01,0,0,0,0,0.012,0.017,21.926,24.384,1.794,1.838
1/7/1980 13:00,1.151,1.16,0.625,0.547,0.01,0.01,0,0,0,0,0.016,0.025,21.116,23.612,1.899,1.913
1/7/1980 14:00,1.155,1.164,0.534,0.445,0.01,0.01,0,0,0,0,0.011,0.015,20.35,22.825,1.924,1.925
1/7/1980 15:00,1.159,1.168,0.503,0.383,0.01,0.01,0,0,0,0,0.01,0.011,19.642,22.11,1.955,1.982
1/7/1980 16:00,1.162,1.171,0.436,0.323,0.01,0.01,0,0,0,0,0.007,0.008,18.963,21.435,1.969,2.085
1/7/1980 17:00,1.164,1.173,0.33,0.252,0.01,0.01,0,0,0,0,0.009,0.01,18.314,20.83,1.978,2.266
1/7/1980 18:00,1.166,1.176,0.229,0.19,0.01,0.01,0,0,0,0,0.007,0.007,17.681,20.241,1.96,2.445
1/7/1980 19:00,1.168,1.178,0.141,0.14,0.009,0.01,0,0,0,0,0.005,0.005,17.099,19.646,1.908,2.517
1/7/1980 20:00,1.17,1.181,0.111,0.118,0.009,0.01,0,0,0,0,0.004,0.004,16.599,19.074,1.853,2.56
1/7/1980 21:00,1.173,1.183,0.113,0.122,0.009,0.01,0,0,0,0,0.003,0.003,16.174,18.544,1.757,2.454
